Id,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,URL
645,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",Aimee Cabo Nikolov,"Her family secrets burst in the spotlight when Aimee and her sister went to the authorities. In this riveting memoir Aimee Cabo shares the inside story of a young girl's courage to stand up to sexual, physical, and emotional abuse while facing her abusers in a trial the media dubbed ""The Case from Hell."" As she fought court battles, poverty, abuse, and addiction Aimee always turned to love and God.Love is the Answer, God is the Cure is a story of a woman who triumphed against all odds, persevered to find true love and form a family that could withstand anything.","['Contemporary', 'Nonfiction', 'Adult', 'True Story', 'Abuse', 'Drama', 'Book Club']",4.29,"3,841",https://www.goodreads.com/book/show/43483262-love-is-the-answer-god-is-the-cure
646,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in New York. At sixteen, she has become a global symbol of peaceful protest and the youngest-ever Nobel Peace Prize laureate.I Am Malala is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, of a father who, himself a school owner, championed and encouraged his daughter to write and attend school, and of brave parents who have a fierce love for their daughter in a society that prizes sons.","['Nonfiction', 'Biography', 'Memoir', 'Feminism', 'Autobiography', 'Audiobook', 'Biography Memoir']",4.15,"542,848",https://www.goodreads.com/book/show/17851885-i-am-malala
647,The Fall,Albert Camus,"Jean-Baptiste Clamence is a soul in turmoil. Over several drunken nights in an Amsterdam bar, he regales a chance acquaintance with his story. From this successful former lawyer and seemingly model citizen a compelling, self-loathing catalogue of guilt, hypocrisy and alienation pours forth.","['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'French Literature', 'Novels']",4.04,"93,903",https://www.goodreads.com/book/show/11991.The_Fall
648,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Oryx and Crake is at once an unforgettable love story and a compelling vision of the future. Snowman, known as Jimmy before mankind was overwhelmed by a plague, is struggling to survive in a world where he may be the last human, and mourning the loss of his best friend, Crake, and the beautiful and elusive Oryx whom they both loved. In search of answers, Snowman embarks on a journey–with the help of the green-eyed Children of Crake–through the lush wilderness that was so recently a great city, until powerful corporations took mankind on an uncontrolled genetic engineering ride. Margaret Atwood projects us into a near future that is both all too familiar and beyond our imagining.","['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Canada', 'Speculative Fiction']",4.01,"255,105",https://www.goodreads.com/book/show/46756.Oryx_and_Crake
649,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"In a world supported on the back of a giant turtle (sex unknown), a gleeful, explosive, wickedly eccentric expedition sets out. There's an avaricious but inept wizard, a naive tourist whose luggage moves on hundreds of dear little legs, dragons who only exist if you believe in them, and of course THE EDGE of the planet...","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Science Fiction', 'Magic']",4.00,"367,346",https://www.goodreads.com/book/show/34497.The_Color_of_Magic
650,If on a Winter's Night a Traveler,Italo Calvino,"If on a Winter's Night a Traveler is a marvel of ingenuity, an experimental text that looks longingly back to the great age of narration—""when time no longer seemed stopped and did not yet seem to have exploded."" Italo Calvino's novel is in one sense a comedy in which the two protagonists, the Reader and the Other Reader, ultimately end up married, having almost finished If on a Winter's Night a Traveler. In another, it is a tragedy, a reflection on the difficulties of writing and the solitary nature of reading. The Reader buys a fashionable new book, which opens with an exhortation: ""Relax. Concentrate. Dispel every other thought. Let the world around you fade."" Alas, after 30 or so pages, he discovers that his copy is corrupted, and consists of nothing but the first section, over and over. Returning to the bookshop, he discovers the volume, which he thought was by Calvino, is actually by the Polish writer Bazakbal. Given the choice between the two, he goes for the Pole, as does the Other Reader, Ludmilla. But this copy turns out to be by yet another writer, as does the next, and the next.The real Calvino intersperses 10 different pastiches—stories of menace, spies, mystery, premonition—with explorations of how and why we choose to read, make meanings, and get our bearings or fail to. Meanwhile the Reader and Ludmilla try to reach, and read, each other. If on a Winter's Night is dazzling, vertiginous, and deeply romantic. ""What makes lovemaking and reading resemble each other most is that within both of them times and spaces open, different from measurable time and space.""","['Fiction', 'Classics', 'Italian Literature', 'Magical Realism', 'Literature', 'Italy', 'Novels']",4.04,"90,590",https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
651,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"Blood Meridian is an epic novel of the violence and depravity that attended America's westward expansion, brilliantly subverting the conventions of the Western novel and the mythology of the Wild West. Based on historical events that took place on the Texas-Mexico border in the 1850s, it traces the fortunes of the Kid, a fourteen-year-old Tennesseean who stumbles into a nightmarish world where Indians are being murdered and the market for their scalps is thriving.","['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Literature', 'Novels', 'Horror']",4.16,"137,925",https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
652,"The Selection (The Selection, #1)",Kiera Cass,"For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself—and realizes that the life she's always dreamed of may not compare to a future she never imagined.","['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook']",4.09,"1,407,294",https://www.goodreads.com/book/show/10507293-the-selection
653,"Small Gods (Discworld, #13)",Terry Pratchett,"In the beginning was the Word.And the Word was: ""Hey, you!"" For Brutha the novice is the Chosen One. He wants peace and justice and brotherly love. He also wants the Inquisition to stop torturing him now, please...","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Religion', 'Audiobook']",4.31,"115,042",https://www.goodreads.com/book/show/34484.Small_Gods
654,Seabiscuit: An American Legend,Laura Hillenbrand,"There's an alternate cover edition hereSeabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes:Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon. Author Laura Hillenbrand brilliantly re-creates a universal underdog story, one that proves life is a horse race.From the Hardcover edition.","['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical']",4.22,"159,539",https://www.goodreads.com/book/show/110737.Seabiscuit
655,Little Women / Little Men / Jo's Boys,Louisa May Alcott,"The beloved March family trilogy—presented in one “single, beautifully crafted volume” featuring original illustrations (John Matteson, Pulitzer Prize–winning author) From the incidents of her own remarkable childhood, Louisa May Alcott fashioned a trilogy of novels that catapulted her to fame and fortune and that remain among the most beloved works in all of American literature. Here, in an authoritative single-volume edition restoring Alcott’s original text as well as her sister May (the original of Amy)’s illustrations, is the complete series. Set in a small New England town during the Civil War and Reconstruction,  Little Women introduces Alcott’s remarkable heroines, the March sisters—above all, her alter ego Jo March, with her literary ambition and independent spirit. The follow-up, Little Men , follows Jo into adulthood and marriage as she finds herself the caretaker of a houseful of rambunctious children at Plumfield School.  Jo’s Boys  returns to Plumfield a decade later; now grown, Jo’s children recount adventures of their own. At once heartwarming and true to life, Alcott’s novels will continue to win over readers both young and old, as they have for generations. LIBRARY OF AMERICA  is an independent nonprofit cultural organization founded in 1979 to preserve our nation’s literary heritage by publishing, and keeping permanently in print, America’s best and most significant writing. The Library of America series includes more than 300 volumes to date, authoritative editions that average 1,000 pages in length, feature cloth covers, sewn bindings, and ribbon markers, and are printed on premium acid-free paper that will last for centuries.","['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'American', 'Childrens']",4.31,"5,533",https://www.goodreads.com/book/show/1946.Little_Women_Little_Men_Jo_s_Boys
656,"Girl, Interrupted",Susanna Kaysen,"In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. She spent most of the next two years on the ward for teenage girls in a psychiatric hospital as renowned for its famous clientele--Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles--as for its progressive methods of treating those who could afford its sanctuary. Kaysen's memoir encompasses horror and razor-edged perception while providing vivid portraits of her fellow patients and their keepers. It is a brilliant evocation of a ""parallel universe"" set within the kaleidoscopically shifting landscape of the late sixties. Girl, Interrupted is a clear-sighted, unflinching documnet that gives lasting and specific dimension to our definitions of sane and insane, mental illness and recovery.","['Nonfiction', 'Memoir', 'Psychology', 'Mental Health', 'Mental Illness', 'Biography', 'Classics']",3.92,"224,022",https://www.goodreads.com/book/show/68783.Girl_Interrupted
657,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory,"Ο Αρθούρος, ο Λάνσελοτ, ο Μέρλιν, η βασίλισσα Γκουίνεβιαρ, το Εξκάλιμπερ, η Κυρά της Λίμνης, ο Τρίστραμ και η Ιζόλδη, οι μονομαχίες, οι ηρωισμοί, οι δολοπλοκίες, η γενναιότητα - και φυσικά η προδοσία... Μαζί τους το πλήθος των ιπποτών της Στρογγυλής Τραπέζης, οι φυσικοί και υπεργήινοι εχθροί τους, τα πάθη και οι έρωτες, το θρυλικό Γκράαλ... Και μια ολόκληρη εποχή που κανείς μας δεν πρόκειται να ζήσει πια, έξω από τις σελίδες ετούτου του αθάνατου κειμένου.","['Classics', 'Fantasy', 'Fiction', 'Arthurian', 'Mythology', 'Historical Fiction', 'Medieval']",3.92,"36,669",https://www.goodreads.com/book/show/672875.Le_Morte_d_Arthur
658,On Death and Dying,Elisabeth Kubler-Ross,"One of the most important psychological studies of the late twentieth century, On Death and Dying grew out of Dr. Elisabeth Kübler-Ross's famous interdisciplinary seminar on death, life, and transition. In this remarkable book, Dr. Kübler-Ross first explored the now-famous five stages of death: denial and isolation, anger, bargaining, depression, and acceptance. Through sample interviews and conversations, she gives the reader a better understanding of how imminent death affects the patient, the professionals who serve that patient, and the patient's family, bringing hope to all who are involved.","['Psychology', 'Nonfiction', 'Death', 'Philosophy', 'Self Help', 'Medicine', 'Spirituality']",4.16,"25,955",https://www.goodreads.com/book/show/781844.On_Death_and_Dying
659,The Hobbit,Chuck Dixon,"First published over 50 years ago, J.R.R. Tolkien's 'The Hobbit' has become one of the best-loved books of all time. Now Tolkien's fantasy classic has been adapted into a fully painted graphic novel.'The Hobbit' is the story of Bilbo Baggins…a quiet and contented hobbit whose life is turned upside down when he joins the wizard Gandalf and thirteen dwarves on their quest to reclaim the dwarves' stolen treasure. It is a journey fraught with danger – and in the end it is Bilbo alone who must face the guardian of this treasure, the most-dreaded dragon Smaug.Illustrated in full colour throughout, and accompanied by the carefully abridged text of the original novel, this handsome authorised edition will introduce new generations to a magical masterpiece – and be treasured by Hobbit fans of all ages, everywhere.","['Fantasy', 'Graphic Novels', 'Classics', 'Fiction', 'Comics', 'Adventure', 'Young Adult']",4.51,"219,962",https://www.goodreads.com/book/show/659469.The_Hobbit
660,All the President's Men,Carl Bernstein,"The full account of the Watergate scandal from the two Washington Post reporters who broke the story. This is “the work that brought down a presidency— perhaps the most influential piece of journalism in history” (Time, All-Time 100 Best Nonfiction Books).This is the book that changed America. Published just two months before President Nixon’s resignation, All the President’s Men revealed the full scope of the Watergate scandal and introduced for the first time the mysterious “Deep Throat.” Beginning with the story of a simple burglary at Democratic headquarters and then continuing through headline after headline, Bernstein and Woodward deliver the stunning revelations and pieces in the Watergate puzzle that brought about Nixon’s shocking downfall. Their explosive reports won a Pulitzer Prize for The Washington Post, toppled the president, and have since inspired generations of reporters.All the President’s Men is a riveting detective story, capturing the exhilarating rush of the biggest presidential scandal in U.S. history as it unfolded in real time. It is, as former New York Times managing editor Gene Roberts has called it, “maybe the single greatest reporting effort of all time.”","['History', 'Politics', 'Nonfiction', 'Journalism', 'American History', 'True Crime', 'Classics']",4.17,"53,007",https://www.goodreads.com/book/show/96123.All_the_President_s_Men
661,"Left Behind (Left Behind, #1)",Tim LaHaye,"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun...","['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Fantasy', 'Thriller', 'Christianity']",3.85,"224,985",https://www.goodreads.com/book/show/27523.Left_Behind
662,Travels with Charley: In Search of America,John Steinbeck,"A quest across America, from the northernmost tip of Maine to California’s Monterey PeninsulaTo hear the speech of the real America, to smell the grass and the trees, to see the colors and the light—these were John Steinbeck's goals as he set out, at the age of fifty-eight, to rediscover the country he had been writing about for so many years.With Charley, his French poodle, Steinbeck drives the interstates and the country roads, dines with truckers, encounters bears at Yellowstone and old friends in San Francisco. Along the way he reflects on the American character, racial hostility, the particular form of American loneliness he finds almost everywhere, and the unexpected kindness of strangers.","['Nonfiction', 'Travel', 'Classics', 'Memoir', 'Biography', 'Literature', 'Biography Memoir']",4.07,"88,642",https://www.goodreads.com/book/show/5306.Travels_with_Charley
663,"Wayside School Is Falling Down (Wayside School, #2)",Louis Sachar,"Louis the yard teacher starts off 30 tales of unusual students. Comic sketches precede every chapter. Todd brings a cute adorable plastic puppy who bites back when Joy steals it. Cafeteria lady Ms. Mush serves Mushroom Surprise that changes Ron. When Paul falls out the window, Leslie offers her pigtails to pull him back. On the 19th floor, invisible Allison finds Miss Zarves' class.","['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile']",4.16,"59,427",https://www.goodreads.com/book/show/10065.Wayside_School_Is_Falling_Down
664,A Town Like Alice,Nevil Shute,"Nevil Shute's most beloved novel, a tale of love and war, follows its enterprising heroine from the Malayan jungle during World War II to the rugged Australian outback.Jean Paget, a young Englishwoman living in Malaya, is captured by the invading Japanese and forced on a brutal seven-month death march with dozens of other women and children. A few years after the war, Jean is back in England, the nightmare behind her. However, an unexpected inheritance inspires her to return to Malaya to give something back to the villagers who saved her life. Jean's travels leads her to a desolate Australian outpost called Willstown, where she finds a challenge that will draw on all the resourcefulness and spirit that carried her through her war-time ordeals.","['Fiction', 'Historical Fiction', 'Classics', 'Australia', 'Romance', 'War', 'Historical']",4.15,"55,619",https://www.goodreads.com/book/show/107301.A_Town_Like_Alice
665,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"An alternate cover edition of ISBN 9780062498533 can be found here.Sixteen-year-old Starr Carter moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Khalil was unarmed.Soon afterward, his death is a national headline. Some are calling him a thug, maybe even a drug dealer and a gangbanger. Protesters are taking to the streets in Khalil’s name. Some cops and the local drug lord try to intimidate Starr and her family. What everyone wants to know is: what really went down that night? And the only person alive who can answer that is Starr.But what Starr does—or does not—say could upend her community. It could also endanger her life.Inspired by the Black Lives Matter movement, this is a powerful and gripping YA novel about one girl's struggle for justice.","['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice']",4.49,"815,526",https://www.goodreads.com/book/show/32075671-the-hate-u-give
666,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"How can we make intelligent decisions about our increasingly technology-driven lives if we don’t understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.Casting a wide net through history and culture, Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft, faith healing, demons, and UFOs. And yet, disturbingly, in today's so-called information age, pseudoscience is burgeoning with stories of alien abduction, channeling past lives, and communal hallucinations commanding growing attention and respect. As Sagan demonstrates with lucid eloquence, the siren song of unreason is not just a cultural wrong turn but a dangerous plunge into darkness that threatens our most basic freedoms.","['Science', 'Nonfiction', 'Philosophy', 'Religion', 'History', 'Skepticism', 'Atheism']",4.28,"69,995",https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World
667,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Dear Reader,I'm sorry to say that the book you are holding in your hands is extremely unpleasant. It tells an unhappy tale about three very unlucky children. Even though they are charming and clever, the Baudelaire siblings lead lives filled with misery and woe. From the very first page of this book when the children are at the beach and receive terrible news, continuing on through the entire story, disaster lurks at their heels. One might say they are magnets for misfortune.In this short book alone, the three youngsters encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, and cold porridge for breakfast.It is my sad duty to write down these unpleasant tales, but there is nothing stopping you from putting this book down at once and reading something happy, if you prefer that sort of thing.With all due respect,Lemony Snicket","['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Middle Grade', 'Mystery', 'Adventure']",3.99,"490,295",https://www.goodreads.com/book/show/78411.The_Bad_Beginning
668,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,Gabriel F.W. Koch,"In 2554, the World is Coming to its End, unless an impossible mission through 600 years of time travel succeeds. Maternal instinct knows no boundaries, including the nano-neural-net intravenously installed in Dannia Weston's mind to repress her identity, allowing her to perform a mission 300 years before her time. Transported to the year 1954, Dannia becomes a woman with a mid-twentieth century persona, college educated with an aptitude for mechanical invention. Due to her work during the war, she is employed by the U.S. government on a secret project. But what no one knows-including Dannia or those who sent her back to tinker with the mechanical past to reduce future pollution-is what might happen should she become emotionally involved in 1954. The 2254 science team programmed the nano-net to prevent the possibility of pregnancy, but each person reacts to strong emotional stimuli differently, and using birth control not available in 1954 is out of the question. When Dannia falls in love with Peter Hersh and becomes pregnant, her hormones erode a small section of the nano-chained network that stabilizes her new identity, triggering a mild memory rebirth...and threatening her mission and the fate of the world.","['Fiction', 'Novels', 'Science Fiction', 'Young Adult', 'Space', 'Contemporary', 'Science Fiction Fantasy']",4.33,"11,204",https://www.goodreads.com/book/show/27111181-paradox-effect
669,The Joy of Cooking,Irma S. Rombauer,"Since its original publication, Joy of Cooking has been the most authoritative cookbook in America, the one upon which millions of cooks have confidently relied for more than sixty-five years. It's the book your grandmother and mother probably learned to cook from, the book you gave your sister when she got married. This, the first revision in more than twenty years, is better than ever. Here's why: Every chapter has been rethought with an emphasis on freshness, convenience, and health.All the recipes have been reconceived and tested with an eye to modern taste, and the cooking knowledge imparted with each subject enriched to the point where everyone from a beginning to an experienced cook will feel completely supported.The new Joy continues the vision of American cooking that began with the first edition of Joy. It is still the book you can turn to for perfect Beef Wellington and Baked Macaroni and Cheese. It's also the book where you can now find Turkey on the Grill, Spicy Peanut Sesame Noodles, and vegetarian meals.The new Joy provides more thorough descriptions of ingredients, from the familiar to the most exotic. For instance, almost all the varieties of apples grown domestically are described-- the months they become available, how they taste, what they are best used for, and how long they keep. But for the first time Joy features a complete section on fresh and dried chili peppers: how to roast and grill them, how to store them, and how long they keep-- with illustrations of each pepper.An all-new ""RULES"" section in many chapters gives essential cooking basics at a glance: washing and storing salad greens, selecting a pasta and a matching sauce, determining when a piece of fish is cooked through, stuffing a chicken, and making a perfect souffle.New chapters reflect changing American tastes and lifestyles:Separate new chapters on grains, beans, and pasta include recipes for grits, polenta, pilafs, risottos, vegetarian chills, bean casseroles, and make-ahead lasagnes.New baking and dessert chapters promise to enhance Joy of Cooking's reputation as a bible for bakers. Quick and yeast bread recipes range from focaccia, pizza, and sourdoughs to muffins and coffee cakes. Separate chapters cover custards and puddings, pies and tarts, cookies, cakes, cobblers, and other American fruit desserts revived for this edition. Recipes include one-bowl cakes, gingerbread, angel and sponge cakes, meringues, pound cakes, fruitcakes, 6 different kinds of cheesecake-- there's even an illustrated wedding cake recipe, which takes you through all the stages from building a stand, making and decorating the cake, to transporting it to the reception without a hitch.Little Dishes showcases foods from around the world: hummus, baba ghanoush, bruschetta, tacos, empanadas, and fried wontons.AII new drawings of techniques, ingredients, and equipment, integrated throughout an elegant new design, and over 300 more pages round out the new Joy.Among this book's other unique features: microwave instructions for preparing beans, grains, and vegetables; dozens of new recipes for people who are lactose intolerant and allergic to gluten; expanded ingredients chart now features calories, essential vitamins, and levels of fats and cholesterol. There are ideas for substitutions to lower fat in recipes and reduced-fat recipes in the baking sections.From cover to cover, Joy's chapters have been imbued with the knowledge and passion of America's greatest cooks and cooking teachers. An invaluable combination of old and new, this edition of Joy of Cooking promises to keep you cooking for years to come.","['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Classics', 'Culinary']",4.12,"179,066",https://www.goodreads.com/book/show/327847.The_Joy_of_Cooking
670,The Nightingale,Kristin Hannah,"In love we find out who we want to be.In war we find out who we are.FRANCE, 1939In the quiet village of Carriveau, Vianne Mauriac says good-bye to her husband, Antoine, as he heads for the Front. She doesn’t believe that the Nazis will invade France…but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne’s home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.Vianne’s sister, Isabelle, is a rebellious eighteen-year-old, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets Gaëtan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can…completely. But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others.","['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult']",4.60,"1,113,296",https://www.goodreads.com/book/show/21853621-the-nightingale
671,A Million Little Pieces,James Frey,"Intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. It is also the introduction of a bold and talented literary voice. Before considering reading this book, please see the BookBrowse note on the book jacket/review page.BookBrowse Note: January 9th 2006: An article in the Smoking Gun claimed that James Frey (author of A Million Little Pieces and My Friend Leonard) fabricated key parts of his books. They cited police records, court documents and interviews with law enforcement agents which belie a number of Frey's claims regarding criminal charges against him, jail terms and his fugitive status.In an interview with the Smoking Gun, Frey admitted that he had 'embellished central details' in A Million Little Pieces and backtracked on claims he made in the book.January 26th 2006. Frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" It will be adding a a publisher's note and author's note to all future editions of A Million Little Pieces.","['Fiction', 'Contemporary', 'Psychology', 'Biography Memoir', 'Mental Health', 'Adult', 'Book Club']",3.67,"245,505",https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces
672,The Pearl,John Steinbeck,"Like his father and grandfather before him, Kino is a poor diver, gathering pearls from the gulf beds that once brought great wealth to the kings of Spain and now provide Kino, Juana, and their infant son with meager subsistence. Then, on a day like any other, Kino emerges from the sea with a pearl as large as a sea gull’s egg, as “perfect as the moon.” With the pearl comes hope, the promise of comfort and of security…A story of classic simplicity, based on a Mexican folk tale, The Pearl explores the secrets of man’s nature, greed, the darkest depths of evil, and the luminous possibilities of love.","['Classics', 'Fiction', 'Literature', 'School', 'Historical Fiction', 'American', 'Novels']",3.52,"222,837",https://www.goodreads.com/book/show/5308.The_Pearl
673,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"In her ground-breaking reporting from Iraq, Naomi Klein exposed how the trauma of invasion was being exploited to remake the country in the interest of foreign corporations. She called it ""disaster capitalism."" Covering Sri Lanka in the wake of the tsunami, and New Orleans post-Katrina, she witnessed something remarkably similar. People still reeling from catastrophe were being hit again, this time with economic ""shock treatment"" losing their land and homes to rapid-fire corporate makeovers. The Shock Doctrine retells the story of the most dominant ideology of our time, Milton Friedman's free market economic revolution. In contrast to the popular myth of this movement's peaceful global victory, Klein shows how it has exploited moments of shock and extreme violence in order to implement its economic policies in so many parts of the world from Latin America and Eastern Europe to South Africa, Russia, and Iraq. At the core of disaster capitalism is the use of cataclysmic events to advance radical privatization combined with the privatization of the disaster response itself. By capitalizing on crises, created by nature or war, Klein argues that the disaster capitalism complex now exists as a booming new economy, and is the violent culmination of a radical economic project that has been incubating for fifty years.","['Nonfiction', 'Politics', 'Economics', 'History', 'Sociology', 'Business', 'Philosophy']",4.26,"45,340",https://www.goodreads.com/book/show/1237300.The_Shock_Doctrine
674,Soul Cure: How to Heal Your Pain and Discover Your Purpose,Gregory Dickow,"Your Most Valuable PossessionYour soul, simply put, is your mind to think, your heart to feel, and your will to decide. It's the very deepest part of your humanity, the source of all treasure and talent. Refreshingly honest and keenly insightful, pastor and talk show host Gregory Dickow shows how your mindset is the single most powerful force in shaping your emotions, your decisions--and your destiny.  When you discover the power of God's healing love, then fear, anxiety, anger and shame will stop sabotaging your happiness--and your life.Your best days are going to be your next days. Turn your pain into purpose and let God continue your winning story.","['Self Help', 'Psychology', 'Personal Development', 'Nonfiction', 'Productivity', 'Philosophy', 'Education']",3.51,"1,412",https://www.goodreads.com/book/show/59788656-soul-cure
675,And the Mountains Echoed,Khaled Hosseini,"So, then. You want a story and I will tell you one...Afghanistan, 1952. Abdullah and his sister Pari live with their father and stepmother in the small village of Shadbagh. Their father, Saboor, is constantly in search of work and they struggle together through poverty and brutal winters. To Abdullah, Pari - as beautiful and sweet-natured as the fairy for which she was named - is everything. More like a parent than a brother, Abdullah will do anything for her, even trading his only pair of shoes for a feather for her treasured collection. Each night they sleep together in their cot, their heads touching, their limbs tangled. One day the siblings journey across the desert to Kabul with their father. Pari and Abdullah have no sense of the fate that awaits them there, for the event which unfolds will tear their lives apart; sometimes a finger must be cut to save the hand. Crossing generations and continents, moving from Kabul, to Paris, to San Francisco, to the Greek island of Tinos, with profound wisdom, depth, insight and compassion, Khaled Hosseini writes about the bonds that define us and shape our lives, the ways in which we help our loved ones in need, how the choices we make resonate through history and how we are often surprised by the people closest to us.","['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult', 'Historical']",4.07,"353,733",https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed
676,Down and Out in Paris and London,George Orwell,"This unusual fictional memoir - in good part autobiographical - narrates without self-pity and often with humor the adventures of a penniless British writer among the down-and-outs of two great cities. The Parisian episode is fascinating for its expose of the kitchens of posh French restaurants, where the narrator works at the bottom of the culinary echelon as dishwasher, or plongeur. In London, while waiting for a job, he experiences the world of tramps, street people, and free lodging houses. In the tales of both cities we learn some sobering Orwellian truths about poverty and of society.","['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Travel', 'History', 'Literature']",4.09,"81,160",https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London
